0.679698		W1
0.700653		W1
0.936879		W1
-0.320761		W1
0.569712		W1
0.211538		W1
-0.447728		W1
0.708091		W1
0.733988		W1
-0.965074		W1
0.563529		W1
0.642787		W1
0.577467		W1
0.32483		W1
0.904457		W1
-0.735927		W1
0.111375		W1
-0.394714		W1
0.460262		W1
0.472051		W1
0.418496		W1
0.935958		W1
0.0892726		W1
-0.866053		W1
0.588392		W1
-0.404924		W1
-0.258215		W1
-0.143646		W1
-0.260431		W1
0.0345248		W1
-0.326971		W1
-0.580732		W1
-0.265049		W1
-0.390291		W1
0.0987338		W1
-0.694912		W1
0.821447		W1
0.650778		W1
-0.987176		W1
0.555498		W1
0.685651		W1
0.576255		W1
0.198304		W1
0.263476		W1
-0.0988819		W1
0.102826		W1
0.527196		W1
-0.986991		W1
0.70786		W1
-0.0124886		W1
0.485198		W1
0.126507		W1
-0.0765744		W1
-0.425755		W1
0.260404		W1
-0.488183		W1
0.169321		W1
-0.997811		W1
0.368172		W1
0.90889		W1
0.0367136		W1
-0.9588		W1
-0.671842		W1
0.771664		W1
-0.348891		W1
0.426664		W1
-0.923519		W1
-0.527488		W1
0.0775071		W1
-0.910601		W1
-0.97175		W1
-0.23689		W1
0.665557		W1
0.226151		W1
-0.973948		W1
-0.433405		W1
-0.6716		W1
0.553324		W1
-0.420451		W1
-0.963371		W1
-0.459094		W1
-0.935288		W1
0.163211		W1
0.46443		W1
-0.361043		W1
-0.576386		W1
0.976261		W1
0.808278		W1
-0.574197		W1
0.344433		W1
0.71715		W1
0.462517		W1
0.385633		W1
-0.954674		W1
0.234181		W1
-0.963302		W1
0.471991		W1
0.31061		W1
-0.490703		W1
-0.450546		W1
0.400067		W1
-0.462666		W1
0.312435		W1
0.0652647		W1
0.76288		W1
0.338267		W1
0.631856		W1
-0.908027		W1
-0.107968		W1
-0.788476		W1
-0.871298		W1
0.433103		W1
-0.723056		W1
0.291911		W1
-0.102378		W1
-0.0847699		W1
0.715526		W1
-0.126117		W1
-0.276492		W1
-0.858671		W1
-0.781684		W1
-0.559324		W1
0.604073		W1
0.603949		W1
-0.513992		W1
-0.161973		W1
0.640669		W1
0.959274		W1
-0.851245		W1
-0.84986		W1
-0.492442		W1
0.548534		W1
-0.312722		W1
0.819505		W1
-0.386771		W1
-0.549722		W1
0.15804		W1
-0.754076		W1
-0.457527		W1
-0.949099		W1
-0.541785		W1
-0.327681		W1
0.48536		W1
-0.266094		W1
0.963159		W1
-0.618477		W1
0.649163		W1
0.678648		W1
0.255406		W1
-0.62733		W1
0.819977		W1
0.473722		W1
-0.186853		W1
0.423823		W1
0.0776412		W1
0.299348		W1
-0.737831		W1
-0.281484		W1
0.257708		W1
-0.584606		W1
-0.124136		W1
0.766161		W1
0.958457		W1
0.555268		W1
0.584413		W1
-0.426764		W1
-0.993948		W1
-0.257336		W1
-0.178346		W1
